Nov 11, 2015 10:32:53 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Nov 11, 2015 10:32:53 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Nov 11, 2015 10:32:53 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/stack/opendaylight/distribution-karaf-0.3.1-SNAPSHOT/lock
Nov 11, 2015 10:32:53 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Nov 11, 2015 10:32:53 PM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2015-11-11 22:32:59,372 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-akka-leveldb 0.7
2015-11-11 22:33:00,677 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-akka-clustering 2.3.10
2015-11-11 22:33:00,781 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-distributed-datastore 1.2.1-SNAPSHOT
2015-11-11 22:33:02,007 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-restconf-all 1.2.1-SNAPSHOT
2015-11-11 22:33:02,007 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-restconf 1.2.1-SNAPSHOT
2015-11-11 22:33:02,007 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-aaa-authn 0.2.1-SNAPSHOT
2015-11-11 22:33:02,007 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature war 3.0.3
2015-11-11 22:33:02,008 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature http 3.0.3
2015-11-11 22:33:02,008 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature pax-http 3.1.4
2015-11-11 22:33:02,008 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature pax-jetty 8.1.15.v20140411
2015-11-11 22:33:02,035 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature pax-war 3.1.4
2015-11-11 22:33:02,036 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature pax-http-whiteboard 3.1.4
2015-11-11 22:33:02,058 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-common 0.7.1-SNAPSHOT
2015-11-11 22:33:02,085 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-binding 0.7.1-SNAPSHOT
2015-11-11 22:33:02,094 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-broker 1.2.1-SNAPSHOT
2015-11-11 22:33:02,095 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-remoterpc-connector 1.2.1-SNAPSHOT
2015-11-11 22:33:02,095 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-broker-local 1.2.1-SNAPSHOT
2015-11-11 22:33:02,095 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-models 0.7.1-SNAPSHOT
2015-11-11 22:33:02,151 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-mdsal-common 1.2.1-SNAPSHOT
2015-11-11 22:33:02,151 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-yangtools-data-binding 0.7.1-SNAPSHOT
2015-11-11 22:33:02,206 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-startup 0.3.1-SNAPSHOT
2015-11-11 22:33:02,207 | INFO  | Event Dispatcher | FeaturesServiceImpl              | 20 - org.apache.karaf.features.core - 3.0.3 | Installing feature odl-config-netconf-connector 0.3.1-SNAPSHOT
